forecast_date,origin_port,destination_port,cargo_type,vessel_class,freight_usd_per_ton,freight_lag_1d,freight_lag_3d,freight_lag_7d,freight_lag_14d,freight_lag_30d,freight_rolling_mean_7d,freight_rolling_std_7d,freight_rolling_mean_30d,freight_rolling_std_30d,freight_rolling_mean_90d,freight_rolling_std_90d,freight_momentum_7d,freight_pct_change_7d,freight_volatility_30d
2023-01-04,BALIKPAPAN,KAMARAJAR,Thermal Coal,Supramax,10.93,10.86,10.81,,,,10.826666666666668,0.02886751345948093,10.826666666666668,0.02886751345948093,10.826666666666668,0.02886751345948093,,0.0,0.0026663343712574747
2023-01-04,NEWCASTLE,DHAMRA,Thermal Coal,Panamax,22.27,22.16,21.98,,,,22.066666666666666,0.0901849950564578,22.066666666666666,0.0901849950564578,22.066666666666666,0.0901849950564578,,0.0,0.00408693331071561
2023-01-05,GLADSTONE,PARADIP,Coking Coal,Panamax,21.71,21.62,21.5,,,,21.545,0.0772442015083771,21.545,0.0772442015083771,21.545,0.0772442015083771,,0.0,0.0035852495478476258
2023-01-05,TANJUNG_BARA,PARADIP,Thermal Coal,Supramax,11.73,11.69,11.52,,,,11.5775,0.08301606270274758,11.5775,0.08301606270274758,11.5775,0.08301606270274758,,0.0,0.007170465359770899
2023-01-05,RICHARDS_BAY,PARADIP,Thermal Coal,Capesize,16.67,16.65,16.59,,,,16.59,0.06480740698407768,16.59,0.06480740698407768,16.59,0.06480740698407768,,0.0,0.003906413923090879
2023-01-05,HAY_POINT,PARADIP,Coking Coal,Capesize,18.76,18.67,18.53,,,,18.575000000000003,0.08582928793055683,18.575000000000003,0.08582928793055683,18.575000000000003,0.08582928793055683,,0.0,0.004620688448482197
2023-01-05,HAY_POINT,VISAKHAPATNAM,Coking Coal,Capesize,18.01,17.98,17.88,,,,17.915,0.07234178138070403,17.915,0.07234178138070403,17.915,0.07234178138070403,,0.0,0.004038056454407146
2023-01-05,BALIKPAPAN,KAMARAJAR,Thermal Coal,Supramax,10.93,10.93,10.81,,,,10.8525,0.05678908345800283,10.8525,0.05678908345800283,10.8525,0.05678908345800283,,0.0,0.005232811191707241
2023-01-05,HAY_POINT,DHAMRA,Coking Coal,Capesize,18.47,18.4,18.27,,,,18.3125,0.08808140174482391,18.3125,0.08808140174482391,18.3125,0.08808140174482391,,0.0,0.004809905897328269
2023-01-05,NEWCASTLE,DHAMRA,Thermal Coal,Panamax,22.29,22.27,22.06,,,,22.1175,0.12553220038433688,22.1175,0.12553220038433688,22.1175,0.12553220038433688,,0.0,0.005675695733438991
2023-01-05,TANJUNG_BARA,DHAMRA,Thermal Coal,Supramax,11.38,11.33,11.16,,,,11.23,0.08906926143924851,11.23,0.08906926143924851,11.23,0.08906926143924851,,0.0,0.007931367893076448
2023-01-05,MAPUTO,VISAKHAPATNAM,Coking Coal,Panamax,19.72,19.66,19.56,,,,19.5925,0.07632168761236724,19.5925,0.07632168761236724,19.5925,0.07632168761236724,,0.0,0.0038954542611901104
2023-01-06,TANJUNG_BARA,PARADIP,Thermal Coal,Supramax,11.67,11.73,11.59,,,,11.608,0.09909591313469936,11.608,0.09909591313469936,11.608,0.09909591313469936,,0.0,0.008536863640136057
2023-01-06,TANJUNG_BARA,DHAMRA,Thermal Coal,Supramax,11.4,11.38,11.28,,,,11.26,0.10222524150130412,11.26,0.10222524150130412,11.26,0.10222524150130412,,0.0,0.009078618250559868
2023-01-06,RICHARDS_BAY,PARADIP,Thermal Coal,Capesize,16.7,16.67,16.62,,,,16.606,0.0665582451691745,16.606,0.0665582451691745,16.606,0.0665582451691745,,0.0,0.004008084136406991
2023-01-06,NEWCASTLE,DHAMRA,Thermal Coal,Panamax,22.27,22.29,22.16,,,,22.151999999999997,0.13330416347586402,22.151999999999997,0.13330416347586402,22.151999999999997,0.13330416347586402,,0.0,0.00601770329883821
2023-01-06,HAY_POINT,DHAMRA,Coking Coal,Capesize,18.49,18.47,18.37,,,,18.344,0.10382677881933772,18.344,0.10382677881933772,18.344,0.10382677881933772,,0.0,0.005659985762065946
2023-01-06,MAPUTO,VISAKHAPATNAM,Coking Coal,Panamax,19.75,19.72,19.65,,,,19.618000000000002,0.08729261137117887,19.618000000000002,0.08729261137117887,19.618000000000002,0.08729261137117887,,0.0,0.004449618277662293
2023-01-06,HAY_POINT,PARADIP,Coking Coal,Capesize,18.77,18.76,18.62,,,,18.612000000000002,0.11122050170719318,18.612000000000002,0.11122050170719318,18.612000000000002,0.11122050170719318,,0.0,0.005975741548849837
2023-01-06,GLADSTONE,PARADIP,Coking Coal,Panamax,21.76,21.71,21.6,,,,21.578,0.09959919678390966,21.578,0.09959919678390966,21.578,0.09959919678390966,,0.0,0.004615775177676785
2023-01-06,HAY_POINT,VISAKHAPATNAM,Coking Coal,Capesize,18.02,18.01,17.97,,,,17.934,0.07569676347110384,17.934,0.07569676347110384,17.934,0.07569676347110384,,0.0,0.004220852206485103
2023-01-06,BALIKPAPAN,KAMARAJAR,Thermal Coal,Supramax,10.94,10.93,10.86,,,,10.868,0.06016643582596562,10.868,0.06016643582596562,10.868,0.06016643582596562,,0.0,0.005536109295727422
2023-01-07,GLADSTONE,PARADIP,Coking Coal,Panamax,21.8,21.76,21.62,,,,21.608333333333334,0.11600287352762695,21.608333333333334,0.11600287352762695,21.608333333333334,0.11600287352762695,,0.0,0.005368432249639504
2023-01-07,TANJUNG_BARA,DHAMRA,Thermal Coal,Supramax,11.43,11.4,11.33,,,,11.283333333333333,0.10782702196883048,11.283333333333333,0.10782702196883048,11.283333333333333,0.10782702196883048,,0.0,0.009556309184829881
2023-01-07,BALIKPAPAN,KAMARAJAR,Thermal Coal,Supramax,10.94,10.94,10.93,,,,10.88,0.06131883886702397,10.88,0.06131883886702397,10.88,0.06131883886702397,,0.0,0.00563592268998382
2023-01-07,RICHARDS_BAY,PARADIP,Thermal Coal,Capesize,16.7,16.7,16.65,,,,16.621666666666666,0.07082843120291817,16.621666666666666,0.07082843120291817,16.621666666666666,0.07082843120291817,,0.0,0.00426121114225919
2023-01-07,HAY_POINT,VISAKHAPATNAM,Coking Coal,Capesize,17.96,18.02,17.98,,,,17.948333333333334,0.07626707459098465,17.948333333333334,0.07626707459098465,17.948333333333334,0.07626707459098465,,0.0,0.004249256639854285
2023-01-07,HAY_POINT,DHAMRA,Coking Coal,Capesize,18.5,18.49,18.4,,,,18.368333333333332,0.11034793458269314,18.368333333333332,0.11034793458269314,18.368333333333332,0.11034793458269314,,0.0,0.006007509368443507
2023-01-07,TANJUNG_BARA,PARADIP,Thermal Coal,Supramax,11.69,11.67,11.69,,,,11.618333333333332,0.09217736526212146,11.618333333333332,0.09217736526212146,11.618333333333332,0.09217736526212146,,0.0,0.0079337855626557
2023-01-07,HAY_POINT,PARADIP,Coking Coal,Capesize,18.78,18.77,18.67,,,,18.638333333333335,0.11856081421222753,18.638333333333335,0.11856081421222753,18.638333333333335,0.11856081421222753,,0.0,0.00636112747271184
2023-01-07,MAPUTO,VISAKHAPATNAM,Coking Coal,Panamax,19.7,19.75,19.66,,,,19.64,0.09486832980504965,19.64,0.09486832980504965,19.64,0.09486832980504965,,0.0,0.004830363024697029
2023-01-07,NEWCASTLE,DHAMRA,Thermal Coal,Panamax,22.28,22.27,22.27,,,,22.171666666666667,0.1285949713895008,22.171666666666667,0.1285949713895008,22.171666666666667,0.1285949713895008,,0.0,0.005799968641186234
2023-01-08,MAPUTO,VISAKHAPATNAM,Coking Coal,Panamax,19.68,19.7,19.72,19.5,,,19.648571428571426,0.08952254305081717,19.648571428571426,0.08952254305081717,19.648571428571426,0.08952254305081717,0.1999999999999993,1.025641025641022,0.004556185846704378
2023-01-08,RICHARDS_BAY,PARADIP,Thermal Coal,Capesize,16.78,16.7,16.67,16.5,,,16.632857142857144,0.07111359122659085,16.632857142857144,0.07111359122659085,16.632857142857144,0.07111359122659085,0.1999999999999993,1.2121212121212077,0.004275488607628068
2023-01-08,HAY_POINT,VISAKHAPATNAM,Coking Coal,Capesize,17.99,17.96,18.01,17.83,,,17.95,0.06976149845485541,17.95,0.06976149845485541,17.95,0.06976149845485541,0.13000000000000256,0.7291082445317025,0.0038864344543094935
2023-01-08,TANJUNG_BARA,PARADIP,Thermal Coal,Supramax,11.73,11.69,11.73,11.51,,,11.62857142857143,0.08839844859659918,11.62857142857143,0.08839844859659918,11.62857142857143,0.08839844859659918,0.17999999999999972,1.563857515204168,0.007601832188896734
2023-01-08,GLADSTONE,PARADIP,Coking Coal,Panamax,21.81,21.8,21.71,21.46,,,21.63571428571429,0.12830395458404517,21.63571428571429,0.12830395458404517,21.63571428571429,0.12830395458404517,0.33999999999999986,1.584342963653308,0.00593019268463728
2023-01-08,HAY_POINT,PARADIP,Coking Coal,Capesize,18.78,18.78,18.76,18.48,,,18.65857142857143,0.12075161440308801,18.65857142857143,0.12075161440308801,18.65857142857143,0.12075161440308801,0.3000000000000007,1.6233766233766271,0.006471643065780691
2023-01-08,NEWCASTLE,DHAMRA,Thermal Coal,Panamax,22.34,22.28,22.29,21.98,,,22.187142857142856,0.12432675841162591,22.187142857142856,0.12432675841162591,22.187142857142856,0.12432675841162591,0.3000000000000007,1.3648771610555084,0.005603549732028726
2023-01-08,TANJUNG_BARA,DHAMRA,Thermal Coal,Supramax,11.39,11.43,11.38,11.15,,,11.304285714285713,0.11296860077873302,11.304285714285713,0.11296860077873302,11.304285714285713,0.11296860077873302,0.27999999999999936,2.511210762331833,0.009993431131696338
2023-01-08,HAY_POINT,DHAMRA,Coking Coal,Capesize,18.47,18.5,18.47,18.21,,,18.38714285714286,0.11235572759681324,18.38714285714286,0.11235572759681324,18.38714285714286,0.11235572759681324,0.28999999999999915,1.5925315760571066,0.00611055934408898
2023-01-08,BALIKPAPAN,KAMARAJAR,Thermal Coal,Supramax,10.93,10.94,10.93,10.81,,,10.888571428571428,0.0603955217513608,10.888571428571428,0.0603955217513608,10.888571428571428,0.0603955217513608,0.129999999999999,1.2025901942645607,0.005546689218833976
2023-01-09,GLADSTONE,PARADIP,Coking Coal,Panamax,21.79,21.81,21.76,21.5,,,21.685714285714287,0.1160254487683836,21.6575,0.13381757305056305,21.6575,0.13381757305056305,0.3099999999999987,1.4418604651162732,0.006178809791091449
2023-01-09,HAY_POINT,VISAKHAPATNAM,Coking Coal,Capesize,17.96,17.99,18.02,17.88,,,17.972857142857144,0.046084807950230386,17.955,0.06611677980232157,17.955,0.06611677980232157,0.10999999999999943,0.6152125279642027,0.003682360334298055
2023-01-09,BALIKPAPAN,KAMARAJAR,Thermal Coal,Supramax,10.95,10.93,10.94,10.81,,,10.905714285714286,0.05061526214399032,10.89375,0.05780200194259257,10.89375,0.05780200194259257,0.11999999999999922,1.110083256244211,0.005305978376830069
2023-01-09,NEWCASTLE,DHAMRA,Thermal Coal,Panamax,22.34,22.34,22.27,22.06,,,22.23857142857143,0.09546876826630749,22.20625,0.12715991057382386,22.20625,0.12715991057382386,0.28000000000000114,1.2692656391659163,0.0057263117624013
2023-01-09,TANJUNG_BARA,PARADIP,Thermal Coal,Supramax,11.67,11.73,11.67,11.52,,,11.659999999999998,0.07767453465153874,11.64125,0.08935283191610907,11.64125,0.08935283191610907,0.21000000000000085,1.822916666666674,0.0076755358673775646
2023-01-09,HAY_POINT,PARADIP,Coking Coal,Capesize,18.7,18.78,18.77,18.53,,,18.701428571428572,0.09788233947424757,18.673750000000002,0.11975421257129587,18.673750000000002,0.11975421257129587,0.25,1.3491635186184565,0.0064129707515253155
2023-01-09,HAY_POINT,DHAMRA,Coking Coal,Capesize,18.5,18.47,18.49,18.27,,,18.424285714285713,0.08323804075404112,18.3975,0.10806743926165394,18.3975,0.10806743926165394,0.1999999999999993,1.0946907498631597,0.005874028496352979
2023-01-09,MAPUTO,VISAKHAPATNAM,Coking Coal,Panamax,19.63,19.68,19.75,19.56,,,19.674285714285713,0.06106202935188972,19.6525,0.08362330502232544,19.6525,0.08362330502232544,0.120000000000001,0.6134969325153425,0.0042550975714196896
2023-01-09,TANJUNG_BARA,DHAMRA,Thermal Coal,Supramax,11.33,11.39,11.4,11.16,,,11.338571428571427,0.09299257522845131,11.315,0.10889050857234016,11.315,0.10889050857234016,0.23000000000000043,2.060931899641581,0.00962355356361822
2023-01-09,RICHARDS_BAY,PARADIP,Thermal Coal,Capesize,16.68,16.78,16.7,16.59,,,16.672857142857143,0.06210590034080986,16.65125,0.08391109240482604,16.65125,0.08391109240482604,0.19000000000000128,1.1452682338758366,0.005039326921692127
2023-01-10,NEWCASTLE,DHAMRA,Thermal Coal,Panamax,22.32,22.34,22.28,22.16,,,22.278571428571432,0.06039552175136336,22.221111111111114,0.12702799341527515,22.221111111111114,0.12702799341527515,0.17999999999999972,0.8122743682310456,0.005716545530963929
2023-01-10,HAY_POINT,VISAKHAPATNAM,Coking Coal,Capesize,17.99,17.96,17.96,17.97,,,17.984285714285715,0.023704530408866623,17.955555555555556,0.061869037310902715,17.955555555555556,0.061869037310902715,-0.00999999999999801,-0.05564830272675576,0.0034456765829091857
2023-01-10,BALIKPAPAN,KAMARAJAR,Thermal Coal,Supramax,10.91,10.95,10.94,10.86,,,10.925714285714283,0.029920529661726904,10.899999999999999,0.05722761571129841,10.899999999999999,0.05722761571129841,0.08999999999999986,0.8287292817679546,0.005250239973513616
2023-01-10,GLADSTONE,PARADIP,Coking Coal,Panamax,21.71,21.79,21.8,21.6,,,21.72714285714286,0.08673989580239148,21.672222222222224,0.13273825539174602,21.672222222222224,0.13273825539174602,0.18999999999999773,0.8796296296296191,0.006124810553836011
2023-01-10,TANJUNG_BARA,PARADIP,Thermal Coal,Supramax,11.62,11.67,11.69,11.59,,,11.68142857142857,0.04740906081772442,11.644444444444444,0.08412952976082567,11.644444444444444,0.08412952976082567,0.08000000000000007,0.690250215703193,0.007224864197017473
2023-01-10,HAY_POINT,PARADIP,Coking Coal,Capesize,18.64,18.7,18.78,18.62,,,18.725714285714286,0.063207895829852,18.676666666666666,0.11236102527121986,18.676666666666666,0.11236102527121986,0.0799999999999983,0.4296455424274881,0.006016117719322855
2023-01-10,HAY_POINT,DHAMRA,Coking Coal,Capesize,18.45,18.5,18.5,18.37,,,18.457142857142856,0.051547481579053915,18.40888888888889,0.10670572201672712,18.40888888888889,0.10670572201672712,0.129999999999999,0.7076755579749537,0.005796423817905264
2023-01-10,MAPUTO,VISAKHAPATNAM,Coking Coal,Panamax,19.66,19.63,19.7,19.65,,,19.684285714285714,0.04197504927816382,19.65,0.0785811682275071,19.65,0.0785811682275071,-0.019999999999999574,-0.10178117048345839,0.003999041640076697
2023-01-10,TANJUNG_BARA,DHAMRA,Thermal Coal,Supramax,11.33,11.33,11.43,11.28,,,11.362857142857141,0.0515474815790554,11.316666666666666,0.10198039027185582,11.316666666666666,0.10198039027185582,0.05000000000000071,0.4432624113475241,0.009011521968057951
2023-01-10,RICHARDS_BAY,PARADIP,Thermal Coal,Capesize,16.7,16.68,16.7,16.62,,,16.685714285714287,0.05028490259084882,16.654444444444444,0.07907450776184208,16.654444444444444,0.07907450776184208,0.05999999999999872,0.36101083032490205,0.004747952297395282
2023-01-11,RICHARDS_BAY,PARADIP,Thermal Coal,Capesize,16.72,16.7,16.78,16.65,,,16.697142857142858,0.04111540089158682,16.659,0.07593125545883869,16.659,0.07593125545883869,0.05000000000000071,0.3003003003003046,0.00455797199464786
2023-01-11,MAPUTO,VISAKHAPATNAM,Coking Coal,Panamax,19.64,19.66,19.68,19.66,,,19.685714285714287,0.04076646614442153,19.651,0.07415449338299526,19.651,0.07415449338299526,0.0,0.0,0.0037735735271993928
2023-01-11,HAY_POINT,VISAKHAPATNAM,Coking Coal,Capesize,18.05,17.99,17.99,17.98,,,17.987142857142857,0.02288688541085596,17.959,0.059338951044918084,17.959,0.059338951044918084,0.00999999999999801,0.0556173526140045,0.003304134475467347
2023-01-11,BALIKPAPAN,KAMARAJAR,Thermal Coal,Supramax,10.93,10.91,10.93,10.93,,,10.932857142857143,0.012535663410568313,10.901,0.05404730438339324,10.901,0.05404730438339324,-0.019999999999999574,-0.18298261665141421,0.004958013428437138
2023-01-11,GLADSTONE,PARADIP,Coking Coal,Panamax,21.69,21.71,21.81,21.62,,,21.74285714285714,0.06775305299745922,21.676,0.12571572870744702,21.676,0.12571572870744702,0.08999999999999986,0.41628122109158117,0.005799766041125993
2023-01-11,NEWCASTLE,DHAMRA,Thermal Coal,Panamax,22.29,22.32,22.34,22.27,,,22.301428571428573,0.0313201593379242,22.231,0.12377847596052884,22.231,0.12377847596052884,0.05000000000000071,0.22451728783116617,0.005567832124534606
2023-01-11,TANJUNG_BARA,PARADIP,Thermal Coal,Supramax,11.59,11.62,11.73,11.69,,,11.685714285714285,0.038234863173606574,11.642,0.07969385867876527,11.642,0.07969385867876527,-0.07000000000000028,-0.5988023952095833,0.006845375251568912
2023-01-11,HAY_POINT,DHAMRA,Coking Coal,Capesize,18.54,18.45,18.47,18.4,,,18.468571428571426,0.03532165125838794,18.413,0.1014396372233259,18.413,0.1014396372233259,0.05000000000000071,0.2717391304347865,0.005509131441010476
2023-01-11,TANJUNG_BARA,DHAMRA,Thermal Coal,Supramax,11.31,11.33,11.39,11.33,,,11.370000000000001,0.040414518843276404,11.318000000000001,0.0962404396406326,11.318000000000001,0.0962404396406326,0.0,0.0,0.008503307973196024
2023-01-11,HAY_POINT,PARADIP,Coking Coal,Capesize,18.69,18.64,18.78,18.67,,,18.728571428571428,0.05785861256216232,18.673000000000002,0.10656766238717269,18.673000000000002,0.10656766238717269,-0.030000000000001137,-0.16068559185860276,0.005707045594557526
2023-01-12,BALIKPAPAN,KAMARAJAR,Thermal Coal,Supramax,10.91,10.93,10.95,10.93,,,10.932857142857143,0.012535663410568313,10.903636363636364,0.0520139841336404,10.903636363636364,0.0520139841336404,0.0,0.0,0.004770333712439923
2023-01-12,NEWCASTLE,DHAMRA,Thermal Coal,Panamax,22.24,22.29,22.34,22.29,,,22.304285714285715,0.028784916685167552,22.236363636363635,0.11876638642921931,22.236363636363635,0.11876638642921931,0.0,0.0,0.005341088514805448
2023-01-12,HAY_POINT,DHAMRA,Coking Coal,Capesize,18.51,18.54,18.5,18.47,,,18.488571428571426,0.029113897843113506,18.424545454545452,0.10357254813546272,18.424545454545452,0.10357254813546272,0.07000000000000028,0.37899296155928686,0.005621443871762422
2023-01-12,TANJUNG_BARA,DHAMRA,Thermal Coal,Supramax,11.33,11.31,11.33,11.38,,,11.367142857142856,0.04423960733486502,11.317272727272728,0.09133355452306782,11.317272727272728,0.09133355452306782,-0.07000000000000028,-0.6151142355008812,0.008070279538547241
2023-01-12,MAPUTO,VISAKHAPATNAM,Coking Coal,Panamax,19.68,19.64,19.63,19.72,,,19.68285714285714,0.04347960660442668,19.650000000000002,0.07042726744663473,19.650000000000002,0.07042726744663473,-0.0799999999999983,-0.40567951318457557,0.0035840848573351004
2023-01-12,RICHARDS_BAY,PARADIP,Thermal Coal,Capesize,16.7,16.72,16.68,16.67,,,16.70714285714286,0.03592319850007572,16.664545454545454,0.07434563018276595,16.664545454545454,0.07434563018276595,0.04999999999999716,0.2999400119975834,0.004461305613498584
2023-01-12,TANJUNG_BARA,PARADIP,Thermal Coal,Supramax,11.52,11.59,11.67,11.73,,,11.671428571428569,0.05241773600241391,11.637272727272727,0.07721281099544366,11.637272727272727,0.07721281099544366,-0.14000000000000057,-1.1935208866155205,0.006634957588859311
2023-01-12,HAY_POINT,VISAKHAPATNAM,Coking Coal,Capesize,17.97,18.05,17.96,18.01,,,17.997142857142858,0.032513733362119296,17.967272727272725,0.0626244216086524,17.967272727272725,0.0626244216086524,0.03999999999999915,0.22209883398111685,0.0034854717551870903
2023-01-12,GLADSTONE,PARADIP,Coking Coal,Panamax,21.75,21.69,21.79,21.71,,,21.752857142857145,0.04923220007078624,21.67727272727273,0.11933908907737718,21.67727272727273,0.11933908907737718,-0.019999999999999574,-0.09212344541685662,0.005505263073395466
2023-01-12,HAY_POINT,PARADIP,Coking Coal,Capesize,18.74,18.69,18.7,18.76,,,18.731428571428573,0.054902511001638545,18.674545454545456,0.1012288137205633,18.674545454545456,0.1012288137205633,-0.07000000000000028,-0.3731343283582104,0.005420684212472964
2023-01-13,MAPUTO,VISAKHAPATNAM,Coking Coal,Panamax,19.65,19.68,19.66,19.75,,,19.677142857142858,0.040296519996261264,19.6525,0.06770591487522153,19.6525,0.06770591487522153,-0.07000000000000028,-0.3544303797468369,0.0034451553174009173
