date,canonical_port,portcalls_dry_bulk,portcalls_total,import_cargo_mt,export_cargo_mt,dry_bulk_calls_7d_avg,dry_bulk_calls_30d_avg,derived_congestion_index,est_waiting_days
2019-02-24,DHAMRA,2,2,22.5074578380284,0.0,0.7142857142857143,0.9333333333333333,0.41288761607846486,1.8579942723530918
2019-02-25,DHAMRA,0,0,0.0,0.0,0.7142857142857143,0.9333333333333333,0.41288761607846486,1.8579942723530918
2019-02-26,DHAMRA,1,1,0.0,28.4312956381771,0.8571428571428571,0.9333333333333333,0.4694259472076499,2.1124167624344246
2019-02-27,DHAMRA,1,1,6.98840944335897,0.0,0.8571428571428571,0.9666666666666667,0.4576142859711148,2.059264286870017
2019-02-28,DHAMRA,0,0,0.0,0.0,0.8571428571428571,0.9333333333333333,0.4694259472076499,2.1124167624344246
2019-03-01,DHAMRA,1,1,0.0,4.74679593503952,0.8571428571428571,0.8666666666666667,0.495879214182326,2.231456463820467
2019-03-02,DHAMRA,0,0,0.0,0.0,0.7142857142857143,0.8333333333333334,0.44663262720034713,2.009846822401562
2019-03-03,DHAMRA,0,0,0.0,0.0,0.42857142857142855,0.8,0.33260453459539463,1.4967204056792758
2019-03-04,DHAMRA,0,0,0.0,0.0,0.42857142857142855,0.7666666666666667,0.3404048297802547,1.5318217340111462
2019-03-05,DHAMRA,1,1,0.0,0.0,0.42857142857142855,0.7666666666666667,0.3404048297802547,1.5318217340111462
2019-03-06,DHAMRA,0,0,0.0,0.0,0.2857142857142857,0.7,0.2915733127181288,1.3120799072315796
2019-03-07,DHAMRA,1,1,0.0,36.176514843879204,0.42857142857142855,0.7,0.35855700680362323,1.6135065306163046
2019-03-08,DHAMRA,3,3,0.0,49.8649344533056,0.7142857142857143,0.8,0.4599076870805793,2.069584591862607
2019-03-09,DHAMRA,1,1,24.7798157855829,0.0,0.8571428571428571,0.8333333333333334,0.5107126460737526,2.2982069073318865
2019-03-10,DHAMRA,1,1,0.0,0.0,1.0,0.8,0.5926665999540697,2.6669996997933136
2019-03-11,DHAMRA,0,0,0.0,0.0,1.0,0.7666666666666667,0.6121887123277204,2.7548492054747418
2019-03-12,DHAMRA,0,0,0.0,0.0,0.8571428571428571,0.7,0.5833971236320304,2.625287056344137
2019-03-13,DHAMRA,2,2,68.8459038808318,0.0,1.1428571428571428,0.7333333333333333,0.6979726489959158,3.140876920481621
2019-03-14,DHAMRA,1,1,53.576494032522405,0.0,1.1428571428571428,0.7333333333333333,0.6979726489959158,3.140876920481621
2019-03-15,DHAMRA,0,0,0.0,0.0,0.7142857142857143,0.6666666666666666,0.5267601195780712,2.3704205381013206
2019-03-16,DHAMRA,1,1,0.0,16.428231122706002,0.7142857142857143,0.7,0.5076524636341017,2.2844360863534576
2019-03-17,DHAMRA,0,0,0.0,0.0,0.5714285714285714,0.7,0.43155485130580784,1.9419968308761353
2019-03-18,DHAMRA,1,1,0.0,0.0,0.7142857142857143,0.7333333333333333,0.49026097218520404,2.2061743748334184
2019-03-19,DHAMRA,3,3,70.2787235066915,21.2688769364668,1.1428571428571428,0.7666666666666667,0.676125988345924,3.042566947556658
2019-03-20,DHAMRA,0,0,0.0,0.0,0.8571428571428571,0.7666666666666667,0.5441394571844889,2.4486275573302
2019-03-21,DHAMRA,0,0,0.0,0.0,0.7142857142857143,0.7666666666666667,0.47440128348604355,2.134805775687196
2019-03-22,DHAMRA,0,0,0.0,0.0,0.7142857142857143,0.7333333333333333,0.49026097218520404,2.2061743748334184
2019-03-23,DHAMRA,0,0,0.0,0.0,0.5714285714285714,0.7333333333333333,0.41795625573711515,1.8808031508170182
2019-03-24,DHAMRA,1,1,21.4115089710061,0.0,0.7142857142857143,0.7333333333333333,0.49026097218520404,2.2061743748334184
2019-03-25,DHAMRA,0,0,0.0,2.27060739556803,0.5714285714285714,0.7,0.43155485130580784,1.9419968308761353
2019-03-26,DHAMRA,1,1,0.410080531984997,0.0,0.2857142857142857,0.6666666666666666,0.2979366301210704,1.3407148355448169
2019-03-27,DHAMRA,1,1,0.0,1.65712089597705,0.42857142857142855,0.7,0.35855700680362323,1.6135065306163046
2019-03-28,DHAMRA,0,0,0.0,0.0,0.42857142857142855,0.6666666666666666,0.3691851106220206,1.6613329977990927
2019-03-29,DHAMRA,1,1,15.8419474181395,0.0,0.5714285714285714,0.6666666666666666,0.44663262720034713,2.009846822401562
2019-03-30,DHAMRA,0,0,0.0,0.0,0.5714285714285714,0.6666666666666666,0.44663262720034713,2.009846822401562
2019-03-31,DHAMRA,2,2,0.0,41.3267376576478,0.7142857142857143,0.7,0.5076524636341017,2.2844360863534576
2019-04-01,DHAMRA,0,0,0.0,0.0,0.7142857142857143,0.7,0.5076524636341017,2.2844360863534576
2019-04-02,DHAMRA,1,1,0.0,40.5291,0.7142857142857143,0.7333333333333333,0.49026097218520404,2.2061743748334184
2019-04-03,DHAMRA,0,0,0.0,0.0,0.5714285714285714,0.7333333333333333,0.41795625573711515,1.8808031508170182
2019-04-04,DHAMRA,1,1,51.9125541166023,0.0,0.7142857142857143,0.7333333333333333,0.49026097218520404,2.2061743748334184
2019-04-05,DHAMRA,2,2,0.0,46.163775851142304,0.8571428571428571,0.8,0.5267601195780712,2.3704205381013206
2019-04-06,DHAMRA,1,1,0.0,0.0,1.0,0.8,0.5926665999540697,2.6669996997933136
2019-04-07,DHAMRA,0,0,0.0,0.0,0.7142857142857143,0.7,0.5076524636341017,2.2844360863534576
2019-04-08,DHAMRA,1,1,0.0,0.0,0.8571428571428571,0.7,0.5833971236320304,2.625287056344137
2019-04-09,DHAMRA,0,0,0.0,0.0,0.7142857142857143,0.6666666666666666,0.5267601195780712,2.3704205381013206
2019-04-10,DHAMRA,0,0,0.0,0.0,0.7142857142857143,0.6666666666666666,0.5267601195780712,2.3704205381013206
2019-04-11,DHAMRA,2,2,47.6313372333655,5.55610078860537,0.8571428571428571,0.7333333333333333,0.5629754755257897,2.533389639866054
2019-04-12,DHAMRA,1,1,0.0,0.0,0.7142857142857143,0.7,0.5076524636341017,2.2844360863534576
2019-04-13,DHAMRA,1,1,30.8258249783348,0.0,0.7142857142857143,0.7,0.5076524636341017,2.2844360863534576
2019-04-14,DHAMRA,0,0,0.0,0.0,0.7142857142857143,0.7,0.5076524636341017,2.2844360863534576
2019-04-15,DHAMRA,0,0,0.0,0.0,0.5714285714285714,0.6666666666666666,0.44663262720034713,2.009846822401562
2019-04-16,DHAMRA,1,1,30.8258249783348,0.0,0.7142857142857143,0.7,0.5076524636341017,2.2844360863534576
2019-04-17,DHAMRA,1,1,0.0,18.1111152232471,0.8571428571428571,0.7,0.5833971236320304,2.625287056344137
2019-04-18,DHAMRA,0,0,0.0,0.0,0.5714285714285714,0.6,0.48215044559386533,2.169677005172394
2019-04-19,DHAMRA,2,2,81.8614548840687,0.0,0.7142857142857143,0.6666666666666666,0.5267601195780712,2.3704205381013206
2019-04-20,DHAMRA,1,1,35.697389855381104,0.0,0.7142857142857143,0.7,0.5076524636341017,2.2844360863534576
2019-04-21,DHAMRA,0,0,0.0,0.0,0.7142857142857143,0.7,0.5076524636341017,2.2844360863534576
2019-04-22,DHAMRA,2,2,24.2794074208446,33.5281044004559,1.0,0.7666666666666667,0.6121887123277204,2.7548492054747418
2019-04-23,DHAMRA,0,0,0.0,0.0,0.8571428571428571,0.7333333333333333,0.5629754755257897,2.533389639866054
2019-04-24,DHAMRA,0,0,0.0,0.0,0.7142857142857143,0.7333333333333333,0.49026097218520404,2.2061743748334184
2019-04-25,DHAMRA,3,3,72.5739344948695,0.0,1.1428571428571428,0.8,0.6553990357712653,2.949295660970694
2019-04-26,DHAMRA,1,1,9.90022724205237,0.0,1.0,0.8,0.5926665999540697,2.6669996997933136
2019-04-27,DHAMRA,1,1,0.0,43.4329153054623,1.0,0.8333333333333334,0.574442516811659,2.5849913256524655
2019-04-28,DHAMRA,1,1,46.953578904660496,0.0,1.1428571428571428,0.8333333333333334,0.6357911951701146,2.861060378265516
2019-04-29,DHAMRA,1,1,0.0,8.62914285661314,1.0,0.8666666666666667,0.5574376329113073,2.508469348100883
2019-04-30,DHAMRA,0,0,0.0,0.0,1.0,0.8,0.5926665999540697,2.6669996997933136
2019-05-01,DHAMRA,0,0,0.0,0.0,1.0,0.8,0.5926665999540697,2.6669996997933136
2019-05-02,DHAMRA,0,0,0.0,0.0,0.5714285714285714,0.7666666666666667,0.4056476070907559,1.8254142319084017
2019-05-03,DHAMRA,0,0,0.0,0.0,0.42857142857142855,0.7666666666666667,0.3404048297802547,1.5318217340111462
2019-05-04,DHAMRA,0,0,0.0,0.0,0.2857142857142857,0.7333333333333333,0.2858584537102011,1.2863630416959049
2019-05-05,DHAMRA,2,2,45.5881655639217,19.738082387375403,0.42857142857142855,0.7333333333333333,0.3490138812211882,1.570562465495347
2019-05-06,DHAMRA,1,1,1.67179539605211,0.0,0.42857142857142855,0.7333333333333333,0.3490138812211882,1.570562465495347
2019-05-07,DHAMRA,3,3,49.6624997342728,0.698007633587796,0.8571428571428571,0.8333333333333334,0.5107126460737526,2.2982069073318865
2019-05-08,DHAMRA,1,1,25.3590877167914,0.0,1.0,0.8333333333333334,0.574442516811659,2.5849913256524655
2019-05-09,DHAMRA,0,0,0.0,0.0,1.0,0.8333333333333334,0.574442516811659,2.5849913256524655
2019-05-10,DHAMRA,2,2,79.4052860012669,0.0,1.2857142857142858,0.9,0.6553990357712653,2.949295660970694
2019-05-11,DHAMRA,1,1,0.0,1.10696519535636,1.4285714285714286,0.8666666666666667,0.7256229899299018,3.2653034546845583
2019-05-12,DHAMRA,1,1,46.982746132022704,0.0,1.2857142857142858,0.8666666666666667,0.6737674882875564,3.0319536972940035
2019-05-13,DHAMRA,0,0,0.0,0.0,1.1428571428571428,0.8333333333333334,0.6357911951701146,2.861060378265516
2019-05-14,DHAMRA,2,2,44.7781671671812,0.0,1.0,0.9,0.5415704832167999,2.4370671744755996
2019-05-15,DHAMRA,0,0,0.0,0.0,0.8571428571428571,0.9,0.48215044559386533,2.169677005172394
2019-05-16,DHAMRA,1,1,23.0154528704394,0.0,1.0,0.9,0.5415704832167999,2.4370671744755996
2019-05-17,DHAMRA,2,2,74.6659821191293,0.0,1.0,0.9333333333333333,0.5267601195780712,2.3704205381013206
2019-05-18,DHAMRA,1,1,44.2182728840859,0.0,1.0,0.9666666666666667,0.5129281522943221,2.308176685324449
2019-05-19,DHAMRA,1,1,106.34268279901599,0.0,1.0,0.9333333333333333,0.5267601195780712,2.3704205381013206
2019-05-20,DHAMRA,0,0,0.0,0.0,1.0,0.9,0.5415704832167999,2.4370671744755996
2019-05-21,DHAMRA,0,0,0.0,0.0,0.7142857142857143,0.9,0.4232309758150566,1.9045393911677546
2019-05-22,DHAMRA,0,0,0.0,0.0,0.7142857142857143,0.8333333333333334,0.44663262720034713,2.009846822401562
2019-05-23,DHAMRA,3,3,0.0,34.0602482224871,1.0,0.9333333333333333,0.5267601195780712,2.3704205381013206
2019-05-24,DHAMRA,0,0,0.0,0.0,0.7142857142857143,0.9333333333333333,0.41288761607846486,1.8579942723530918
2019-05-25,DHAMRA,2,2,48.5036347955802,35.3748293357744,0.8571428571428571,0.9,0.48215044559386533,2.169677005172394
2019-05-26,DHAMRA,0,0,0.0,0.0,0.7142857142857143,0.8666666666666667,0.4344454746331393,1.9550046358491269
2019-05-27,DHAMRA,2,2,17.0947144155963,33.3973662929593,1.0,0.9,0.5415704832167999,2.4370671744755996
2019-05-28,DHAMRA,0,0,0.0,0.0,1.0,0.8666666666666667,0.5574376329113073,2.508469348100883
2019-05-29,DHAMRA,1,1,9.66347877728116,0.0,1.1428571428571428,0.8666666666666667,0.617280685023271,2.7777630826047197
2019-05-30,DHAMRA,0,0,0.0,0.0,0.7142857142857143,0.8666666666666667,0.4344454746331393,1.9550046358491269
2019-05-31,DHAMRA,1,1,18.9321525155386,0.0,0.8571428571428571,0.9,0.48215044559386533,2.169677005172394
2019-06-01,DHAMRA,0,0,0.0,0.0,0.5714285714285714,0.9,0.3664169843549362,1.648876429597213
2019-06-02,DHAMRA,1,1,0.0,0.0,0.7142857142857143,0.9333333333333333,0.41288761607846486,1.8579942723530918
2019-06-03,DHAMRA,0,0,0.0,0.0,0.42857142857142855,0.9333333333333333,0.3076296257437548,1.3843333158468967
2019-06-04,DHAMRA,0,0,0.0,0.0,0.42857142857142855,0.8666666666666667,0.31902812118788376,1.4356265453454768
2019-06-05,DHAMRA,3,3,30.880593055576398,0.0,0.7142857142857143,0.9333333333333333,0.41288761607846486,1.8579942723530918
2019-06-06,DHAMRA,0,0,0.0,0.0,0.7142857142857143,0.8333333333333334,0.44663262720034713,2.009846822401562
2019-06-07,DHAMRA,2,2,3.8659567547197,33.8890612473623,0.8571428571428571,0.8666666666666667,0.495879214182326,2.231456463820467
2019-06-08,DHAMRA,1,1,27.4981786327883,0.0,1.0,0.9,0.5415704832167999,2.4370671744755996
2019-06-09,DHAMRA,1,1,35.5140043021812,0.0,1.0,0.8666666666666667,0.5574376329113073,2.508469348100883
2019-06-10,DHAMRA,2,2,45.5261883068143,10.5364793137254,1.2857142857142858,0.9,0.6553990357712653,2.949295660970694
2019-06-11,DHAMRA,1,1,44.1197028982184,0.0,1.4285714285714286,0.9,0.7070195389445062,3.1815879252502777
2019-06-12,DHAMRA,3,3,56.2387060801588,15.975449032311001,1.4285714285714286,1.0,0.6553990357712653,2.949295660970694
2019-06-13,DHAMRA,0,0,0.0,0.0,1.4285714285714286,0.9333333333333333,0.6891007040065003,3.100953168029251
2019-06-14,DHAMRA,0,0,0.0,0.0,1.1428571428571428,0.9333333333333333,0.5833971236320303,2.6252870563441366
2019-06-15,DHAMRA,2,2,0.0,32.9468047585149,1.2857142857142858,0.9666666666666667,0.6213009810172364,2.7958544145775637
2019-06-16,DHAMRA,0,0,0.0,0.0,1.1428571428571428,0.9,0.5998312193351399,2.69924048700813
2019-06-17,DHAMRA,2,2,0.0,25.2367629416373,1.1428571428571428,0.9333333333333333,0.5833971236320303,2.6252870563441366
2019-06-18,DHAMRA,0,0,0.0,0.0,1.0,0.9,0.5415704832167999,2.4370671744755996
2019-06-19,DHAMRA,2,2,116.64104590561,25.3126643964491,0.8571428571428571,0.9666666666666667,0.4576142859711148,2.059264286870017
2019-06-20,DHAMRA,1,1,74.3080118640498,0.0,1.0,1.0,0.5,2.25
2019-06-21,DHAMRA,1,1,40.6213194107431,0.0,1.1428571428571428,1.0333333333333334,0.5396630333881409,2.4284836502466343
2019-06-22,DHAMRA,2,2,44.8970566109825,0.0,1.1428571428571428,1.0,0.5533673727996529,2.490153177598438
2019-06-23,DHAMRA,0,0,0.0,0.0,1.1428571428571428,1.0,0.5533673727996529,2.490153177598438
2019-06-24,DHAMRA,2,2,5.98604242000947,34.5176355796731,1.1428571428571428,1.0,0.5533673727996529,2.490153177598438
2019-06-25,DHAMRA,2,2,41.9587500229906,1.1126044610213401,1.4285714285714286,1.0666666666666667,0.6245552730329997,2.810498728648499
2019-06-26,DHAMRA,1,1,16.1136940313497,26.2234104403073,1.2857142857142858,1.0333333333333334,0.5905790004537695,2.657605502041963
2019-06-27,DHAMRA,1,1,0.0,0.0,1.2857142857142858,1.0666666666666667,0.5764057290038561,2.5938257805173524
2019-06-28,DHAMRA,1,1,0.0,25.218300958599297,1.2857142857142858,1.0666666666666667,0.5764057290038561,2.5938257805173524
2019-06-29,DHAMRA,1,1,0.0,50.0945141867113,1.1428571428571428,1.1,0.5146062326505889,2.31572804692765
2019-06-30,DHAMRA,0,0,0.0,0.0,1.1428571428571428,1.0666666666666667,0.5267601195780712,2.3704205381013206
2019-07-01,DHAMRA,0,0,0.0,0.0,0.8571428571428571,1.0666666666666667,0.4268676006272159,1.9209042028224717
2019-07-02,DHAMRA,2,2,4.76600373485827,26.86665290509,0.8571428571428571,1.1,0.4179562557371151,1.880803150817018
2019-07-03,DHAMRA,0,0,0.0,0.0,0.7142857142857143,1.1,0.3714563710360877,1.6715536696623947
2019-07-04,DHAMRA,2,2,46.2663665951628,0.0,0.8571428571428571,1.1666666666666667,0.40180276654345565,1.8081124494455505
2019-07-05,DHAMRA,0,0,0.0,0.0,0.7142857142857143,1.0666666666666667,0.37859036463180457,1.7036566408431206
2019-07-06,DHAMRA,1,1,0.0,0.0,0.7142857142857143,1.1,0.3714563710360877,1.6715536696623947
2019-07-07,DHAMRA,1,1,50.430312875972604,0.0,0.8571428571428571,1.0666666666666667,0.4268676006272159,1.9209042028224717
2019-07-08,DHAMRA,0,0,0.0,0.0,0.8571428571428571,1.0333333333333334,0.4364061875997187,1.9638278441987342
2019-07-09,DHAMRA,0,0,0.0,0.0,0.5714285714285714,1.0,0.3446009642287346,1.5507043390293056
2019-07-10,DHAMRA,2,2,0.0,33.4948738878159,0.8571428571428571,1.0,0.44663262720034713,2.009846822401562
2019-07-11,DHAMRA,1,1,42.080740206356,0.0,0.7142857142857143,1.0,0.3944675127794143,1.7751038075073642
2019-07-12,DHAMRA,3,3,4.43189525900864,41.8326694314134,1.1428571428571428,1.0,0.5533673727996529,2.490153177598438
2019-07-13,DHAMRA,1,1,11.0299257245546,35.7852281177107,1.1428571428571428,1.0333333333333334,0.5396630333881409,2.4284836502466343
2019-07-14,DHAMRA,0,0,0.0,0.0,1.0,1.0333333333333334,0.4879055854466635,2.1955751345099856
2019-07-15,DHAMRA,1,1,80.2513180107169,0.0,1.1428571428571428,1.0,0.5533673727996529,2.490153177598438
2019-07-16,DHAMRA,3,3,20.3684861010946,26.5231692976776,1.5714285714285714,1.1,0.6553990357712653,2.949295660970694
2019-07-17,DHAMRA,0,0,0.0,0.0,1.2857142857142858,1.0333333333333334,0.5905790004537695,2.657605502041963
2019-07-18,DHAMRA,1,1,1.0497808856883701,0.0,1.2857142857142858,1.0666666666666667,0.5764057290038561,2.5938257805173524
2019-07-19,DHAMRA,2,2,53.727815660146995,0.0,1.1428571428571428,1.0666666666666667,0.5267601195780712,2.3704205381013206
2019-07-20,DHAMRA,0,0,0.0,0.0,1.0,1.0333333333333334,0.4879055854466635,2.1955751345099856
2019-07-21,DHAMRA,2,2,100.462100567816,39.4188570003985,1.2857142857142858,1.0666666666666667,0.5764057290038561,2.5938257805173524
2019-07-22,DHAMRA,3,3,4.76600373485827,1.85698908251943,1.5714285714285714,1.1,0.6553990357712653,2.949295660970694
2019-07-23,DHAMRA,0,0,0.0,0.0,1.1428571428571428,1.1,0.5146062326505889,2.31572804692765
2019-07-24,DHAMRA,1,1,0.0,0.978581038074844,1.2857142857142858,1.0666666666666667,0.5764057290038561,2.5938257805173524
2019-07-25,DHAMRA,0,0,0.0,0.0,1.1428571428571428,1.0,0.5533673727996529,2.490153177598438
2019-07-26,DHAMRA,0,0,0.0,0.0,0.8571428571428571,0.9666666666666667,0.4576142859711148,2.059264286870017
2019-07-27,DHAMRA,2,2,50.0094180374308,0.0,1.1428571428571428,1.0,0.5533673727996529,2.490153177598438
2019-07-28,DHAMRA,1,1,11.120307201528,0.0,1.0,1.0,0.5,2.25
2019-07-29,DHAMRA,1,1,0.0,26.2610629769777,0.7142857142857143,1.0,0.3944675127794143,1.7751038075073642
2019-07-30,DHAMRA,0,0,0.0,0.0,0.7142857142857143,1.0,0.3944675127794143,1.7751038075073642
2019-07-31,DHAMRA,4,4,93.132892534925,45.6182636121724,1.1428571428571428,1.1333333333333333,0.5031512187803152,2.2641804845114186
2019-08-01,DHAMRA,1,1,0.0,51.7010786976195,1.2857142857142858,1.1,0.5629754755257897,2.533389639866054
2019-08-02,DHAMRA,2,2,0.0,28.3057499086796,1.5714285714285714,1.1666666666666667,0.6272432035816201,2.8225944161172905
2019-08-03,DHAMRA,1,1,0.0,5.00384022516564,1.4285714285714286,1.1333333333333333,0.5964647504663407,2.6840913770985333
2019-08-04,DHAMRA,1,1,0.0,0.40203095391566596,1.4285714285714286,1.1666666666666667,0.5833971236320304,2.625287056344137
2019-08-05,DHAMRA,1,1,33.4744062092852,0.0,1.4285714285714286,1.1666666666666667,0.5833971236320304,2.625287056344137
2019-08-06,DHAMRA,1,1,0.0,43.525925322757004,1.5714285714285714,1.1666666666666667,0.6272432035816201,2.8225944161172905
2019-08-07,DHAMRA,0,0,0.0,0.0,1.0,1.1666666666666667,0.44663262720034713,2.009846822401562
2019-08-08,DHAMRA,1,1,0.0,32.1342333323389,1.0,1.2,0.43782349911420193,1.9702057460139086
2019-08-09,DHAMRA,3,3,33.7970424993737,7.91575951580675,1.1428571428571428,1.2333333333333334,0.4725180722960206,2.126331325332093
2019-08-10,DHAMRA,2,2,0.0,67.3953782469579,1.2857142857142858,1.2666666666666666,0.5056388586631163,2.275374863984023
2019-08-11,DHAMRA,1,1,46.5739544217392,0.0,1.2857142857142858,1.2,0.5267601195780712,2.3704205381013206
2019-08-12,DHAMRA,1,1,0.0,27.3484782326194,1.2857142857142858,1.2,0.5267601195780712,2.3704205381013206
2019-08-13,DHAMRA,0,0,0.0,0.0,1.1428571428571428,1.2,0.48215044559386533,2.169677005172394
2019-08-14,DHAMRA,1,1,0.0,0.0,1.2857142857142858,1.2,0.5267601195780712,2.3704205381013206
